Be cool.	Entspann dich!
Why didn't you tell us you knew French?	Warum haben Sie uns denn nicht gesagt, dass Sie Französisch sprechen?
Without your help, I would have failed.	Ohne deine Hilfe wäre ich gescheitert.
You can use a dictionary for this exam.	Sie können ein Wörterbuch für dieses Examen benützen.
You don't seem to be enjoying yourself.	Sie scheinen keinen Spaß zu haben.
You have only ten seconds left to live.	Es bleiben dir nur zehn Sekunden zu leben.
You have to put more coal in the stove.	Du musst mehr Kohle in den Ofen tun.
You may choose whichever book you like.	Du kannst dir ein Buch aussuchen, das dir gefällt, egal welches.
You're taller than I imagined you'd be.	Du bist größer, als ich mir dich vorgestellt habe.
Your composition is not altogether bad.	Dein Aufsatz ist nicht gänzlich schlecht.
A frog in a well doesn't know the ocean.	Ein Frosch in einem Brunnen kennt den Ozean nicht.
A lot of books are published every year.	Viele Bücher werden jedes Jahr veröffentlicht.
A loud knocking at the door woke him up.	Ein lautes Klopfen an der Tür weckte ihn auf.
Are you interested in foreign languages?	Interessierst du dich für Fremdsprachen?
Are you working on anything interesting?	Arbeitet ihr an etwas Interessantem?
Can you speak more than three languages?	Sprecht ihr mehr als drei Sprachen?
China is twenty times as large as Japan.	China ist zwanzigmal so groß wie Japan.
Come here. I need to tell you something.	Komm mal her! Ich muss dir etwas sagen.
Could you carry this box for me, please?	Könnten Sie mir diese Kiste tragen?
Did you give the children enough to eat?	Hast du den Kindern genug zu essen gegeben?
Do the police still have Tom in custody?	Hat die Polizei Tom noch in Gewahrsam?
Do you really want to go back to Boston?	Wollt ihr wirklich zurück nach Boston?
Do you think I haven't anticipated that?	Meint ihr, ich hätte das nicht vorausgesehen?
Do you think something will happen soon?	Glaubt ihr, es wird bald etwas passieren?
Do you want me to take care of your dog?	Soll ich mich um euren Hund kümmern?
Does Tom usually write to you in French?	Schreibt Tom dir gewöhnlich auf Französisch?
Don't let him put his feet on the table.	Lass es nicht zu, dass er seine Füße auf den Tisch legt.
Don't you think we deserve some answers?	Findest du denn nicht, dass du uns ein paar Antworten schuldig bist?
Exhaust from factories pollutes the air.	Abgase von Fabriken verunreinigen die Luft.
Have you ever been to a foreign country?	Warst du jemals im Ausland?
He became blind because of the accident.	Er wurde infolge des Unfalles blind.
He did not come back before ten o'clock.	Er kam nicht vor zehn Uhr zurück.
He got killed in an automobile accident.	Er kam bei einem Autounfall ums Leben.
He hasn't changed a bit since I saw him.	Er hat sich kein bisschen verändert, seit ich ihn gesehen habe.
He retired to his own room after supper.	Nach dem Abendessen zog er sich in sein Zimmer zurück.
He thought that it was like a bird cage.	Er dachte, es ähnele einem Vogelkäfig.
He was the only witness of the accident.	Er war der einzige Zeuge des Unfalls.
He went deaf as a result of an accident.	Er ist infolge eines Unfalls taub geworden.
Hello, is this the personnel department?	Hallo, ist dies die Personalabteilung?
How are you dealing with all the stress?	Wie kommen Sie nur mit all dem Stress klar?
How are you going to spend your weekend?	Was habt ihr am Wochenende vor?
How did you know I grew up in Australia?	Woher wusstest du, dass ich in Australien aufgewachsen bin?
Humans were never meant to live forever.	Die Menschen waren nie dazu gedacht, ewig zu leben.
I am happy to have so many good friends.	Ich bin glücklich, so viele gute Freunde zu haben.
I can't speak English as well as he can.	Ich kann Englisch nicht so gut wie er.
I could not understand anything he said.	Ich konnte nichts von dem verstehen, was er sagte.
I didn't mean to hurt anyone's feelings.	Ich wollte niemandes Gefühle verletzen.
I do not know whether it is good or not.	Ich weiß nicht, ob es gut ist oder nicht.
I don't believe everything Tom tells me.	Ich glaube nicht alles, was Tom mir erzählt.
I don't remember what I was looking for.	Ich erinnere mich nicht mehr, wonach ich gerade suchte.
I don't understand his reluctance to go.	Ich verstehe nicht, warum er sich sträubt zu gehen.
I don't understand this question at all.	Ich verstehe diese Frage überhaupt nicht.
I don't want to talk about this anymore.	Ich will nicht mehr darüber reden.
I forgot to put a stamp on the envelope.	Ich habe vergessen, eine Briefmarke auf den Umschlag zu kleben.
I got to know Tom when I was in college.	Ich habe Tom auf der Universität kennengelernt.
I had a cup of tea to keep myself awake.	Ich trank eine Tasse Tee, um mich wach zu halten.
I happened to be in Boston at that time.	Ich war zu der Zeit zufällig in Boston.
I have a problem and I need your advice.	Ich habe ein Problem und brauche Ihren Rat.
I have to try a little harder next time.	Nächstes Mal muss ich mir mehr Mühe geben.
I just got off the phone with my lawyer.	Ich habe gerade mit meinem Anwalt telefoniert.
I might be able to answer that question.	Ich könnte diese Frage vielleicht beantworten.
I still prefer to write letters by hand.	Ich schreibe Briefe immer noch bevorzugt mit der Hand.
I think your English has improved a lot.	Ich denke, dass sich Ihr Englisch stark verbessert hat.
I thought I'd never hear from you again.	Ich dachte, ich würde nie mehr von euch hören.
I thought that you were living with Tom.	Ich dachte, Sie lebten mit Tom zusammen.
I took the elevator to the fourth floor.	Ich bin mit dem Aufzug in den dritten Stock gefahren.
I tried to persuade Tom, but I couldn't.	Ich versuchte, Tom zu überreden, aber es gelang mir nicht.
I turned off the lamp and went to sleep.	Ich schaltete die Lampe aus und ging schlafen.
I walk my dog in the park every morning.	Ich führe jeden Morgen meinen Hund im Park spazieren.
I want you to not go to Boston with Tom.	Ich möchte, dass du nicht mit Tom nach Boston gehst.
I was disappointed with the new product.	Ich war enttäuscht von dem neuen Produkt.
I wish somebody would help me with that.	Ich wünschte, jemand würde mir dabei helfen.
I won't give up, no matter what you say.	Ich werde nicht aufgeben, egal was du sagst.
I would like to open a checking account.	Ich möchte ein Girokonto eröffnen.
I'll be getting off at the next station.	Ich werde an der nächsten Station aussteigen.
I'll leave it to you to buy the tickets.	Ich lasse euch die Tickets kaufen.
I'm fairly confident that I can do that.	Ich bin mir ziemlich sicher, dass ich das kann.
I'm looking forward to seeing you dance.	Ich freue mich darauf, dich tanzen zu sehen.
I'm not as good a French teacher as Tom.	Ich bin kein so guter Französischlehrer wie Tom.
I've got mosquito bites all over my arm.	Mein ganzer Arm ist voller Mückenstiche.
If life deals you lemons, make lemonade.	Wenn das Leben dir Zitronen zuteilt, mache Limonade.
If you speak French, I won't understand.	Wenn Sie Französisch sprechen, werde ich Sie nicht verstehen.
In English the verb precedes the object.	Im Englischen steht das Verb vor dem Objekt.
Is there anything else you want to know?	Möchtest du sonst noch etwas wissen?
It isn't likely Tom did that on purpose.	Tom hat das bestimmt nicht mit Absicht getan.
It will cost more than ten thousand yen.	Es wird über 10000 Yen kosten.
It's a pity you don't know how to dance.	Es ist schade, dass ihr nicht tanzen könnt.
May I speak to you outside for a minute?	Dürfte ich dich kurz draußen sprechen?
My French teacher is the same age as me.	Meine Französischlehrerin ist genauso alt wie ich.
My cousin works in a shop near our home.	Mein Cousin arbeitet in einem Geschäft nahe unseres Hauses.
My eyes are very sensitive to the light.	Meine Augen sind sehr lichtempfindlich.
Never underestimate a woman's intuition.	Unterschätze niemals die Intuition einer Frau.
Only two people survived the earthquake.	Nur zwei Menschen überlebten das Erdbeben.
Our new teacher is fresh out of college.	Unsere neue Lehrerin kommt frisch von der Uni.
People often complain about the weather.	Die Leute klagen oft über das Wetter.
Please feel free to ask me any question.	Sie können mich ruhig alles fragen.
Please say hello to your parents for me.	Bitte grüßen Sie Ihre Eltern von mir.
Please tell me how to get to your house.	Sage mir bitte, wie man zu dir nach Hause kommt!
Please wake me up at 6 tomorrow morning.	Wecke mich morgen bitte um sechs Uhr in der Früh!
Sacramento is the capital of California.	Sacramento ist die Hauptstadt Kaliforniens.
Scary movies will frighten the children.	Von Gruselfilmen bekommen die Kinder Angst.
She advised him to stop working so much.	Sie riet ihm aufzuhören, so viel zu arbeiten.
She put her knitting aside and stood up.	Sie legte ihr Strickzeug beiseite und stand auf.
She tore the letter up after reading it.	Sie zerriss den Brief, nachdem sie ihn gelesen hatte.
She was surprised that it was that late.	Sie war überrascht, dass es schon so spät war.
Take this medicine when you have a cold.	Nimm diese Medizin wenn du eine Erkältung hast.
Takeo felt in his pocket for the ticket.	Takeo tastete in seiner Hosentasche nach der Fahrkarte.
Thank you very much for your generosity.	Vielen Dank für Ihre Großzügigkeit!
That's all I was planning to say to Tom.	Das war alles, was ich mir vorgenommen hatte Tom zu sagen.
The baby soon fell asleep in the cradle.	Bald schlief das Baby in der Wiege ein.
The entire city was without electricity.	Die gesamte Stadt war ohne Strom.
The government owed millions of dollars.	Die Regierung hatte Millionen Dollar Schulden.
The kitchen of this house is very large.	Die Küche in diesem Haus ist sehr groß.
The majority didn't accept the proposal.	Die Mehrheit nahm den Antrag nicht an.
The matter is of great importance to me.	Die Sache ist von großer Bedeutung für mich.
The people rose up against the invaders.	Die Menschen erhoben sich gegen die Angreifer.
The police arrested a suspect yesterday.	Die Polizei hat gestern einen Tatverdächtigen verhaftet.
The teacher asked me which book I liked.	Der Lehrer fragte mich, welches Buch ich mag.
The tragic mistake affected many people.	Der tragische Fehler betraf viele Menschen.
The workers united to solve the problem.	Die Arbeiter haben das Problem mit vereinten Kräften gelöst.
There are too many enemies in the south.	Im Süden sind zu viele Feinde.
There's a pencil on my desk you can use.	Auf meinem Schreibtisch liegt ein Bleistift, den du benutzen kannst.
There's someone waiting for you outside.	Draußen wartet jemand auf dich.
They became professional soccer players.	Sie wurden professionelle Fußballer.
This book is a good guide for beginners.	Dieses Buch ist eine gute Anleitung für Anfänger.
This is the church where we got married.	Dies ist die Kirche, wo wir geheiratet haben.
This is the garden I laid out last year.	Das ist der Garten, den ich letztes Jahr angelegt habe.
This medicine will give you some relief.	Diese Medizin wird dir etwas Erleichterung verschaffen.
To cut a long story short, he was fired.	Um es kurz zu machen, er wurde gefeuert.
Tom admitted that he had made a mistake.	Tom gab zu, einen Fehler gemacht zu haben.
Tom and Mary often go shopping together.	Tom und Maria gehen oft zusammen einkaufen.
Tom and Mary seem pretty happy together.	Tom und Maria scheinen recht glücklich zusammen zu sein.
Tom and Mary used to argue all the time.	Tom und Maria stritten sich immer ständig.
Tom claims he shot Mary in self-defense.	Tom behauptet, er habe Maria aus Notwehr erschossen.
Tom didn't realize he was in any danger.	Tom war sich keiner Gefahr bewusst.
Tom didn't sound particularly concerned.	Tom schien nicht sonderlich besorgt zu sein.
Tom didn't want Mary to stay any longer.	Tom wollte nicht, dass Maria länger blieb.
Tom drowned while swimming in the river.	Tom ist beim Schwimmen im Fluss ertrunken.
Tom found a very old coin in the garden.	Tom hat im Garten eine sehr alte Münze gefunden.
Tom got lost on his way to Mary's house.	Tom verirrte sich auf seinem Weg zu Maria.
Tom hit his head on the roof of the car.	Tom hat sich den Kopf am Autodach gestoßen.
Tom is always complaining about his job.	Tom klagt ständig über seine Arbeit.
Tom is going to pick me up after school.	Tom wird mich nach der Schule abholen.
Tom is starting to feel a little better.	Es geht Tom schon ein wenig besser.
Tom isn't going to want Mary to do that.	Tom wird nicht wollen, dass Maria das macht.
Tom knew it was wrong to do what he did.	Tom wusste, dass es falsch war, was er getan hatte.
Tom lasted less than a month on the job.	Tom hat sich nicht einmal einen Monat auf dem Posten gehalten.
Tom needs to be the center of attention.	Tom muss immer im Mittelpunkt stehen.
Tom said he didn't want to study French.	Tom sagte, er wolle nicht Französisch lernen.
Tom seems to think that he's invincible.	Es scheint, dass sich Tom für unbesiegbar hält.
Tom speaks French like a native speaker.	Tom spricht Französisch wie ein Muttersprachler.
